EXPOCODE,SECT_ID,LINE,STA,CAST,BTL,BTL_QC,DATE,TIME,LAT,LONG,Bot Depth,Press (db),CTD T C° ITS-90,CTD SALT,CTD_QC,bot salt,Bot_Salt_QC,CTD OXY µmol/kg,Bot O2 µmol/kg,Bot_O2_QC,Silicate µmol/kg,Nitrate µmol/kg,Nitrite µmol/kg,Phosphate µmol/kg,Ammonia µmol/kg,DIC µmol/kg,DIC_QC,TA µmol/kg,TA_QC,pH total meas 25°C,pH_QC,Chlorophyll a concentration µg/L,PON µmol/L,POC µmol/L,POC/PON mol/mol,PON µmol/kg,POC µmol/kg
32WC20110812,WCOA2011,3,17,1,6,2,8/14/2011,16:56:09,46.13,-124.59,152,80.55,7.758,33.441,2,-999,9,155.1,153.12,2,31.9,26.1,0.1,2,0.01,2167.2,2,2230.6,2,7.513,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,7,2,8/14/2011,16:58:05,46.13,-124.59,152,60.4,8.074,33.057,2,-999,9,198.9,-999,9,20.93,19.01,0.08,1.59,0.01,2111.6,2,2207.2,2,7.621,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,8,2,8/14/2011,16:59:33,46.13,-124.59,152,50.15,8.514,32.971,2,-999,9,210.4,212.45,2,18.09,16.69,0.08,1.46,0.01,2092.4,2,2201.4,2,7.651,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,9,2,8/14/2011,17:00:58,46.13,-124.59,152,39.83,8.696,32.738,2,-999,9,239.6,-999,9,12.22,11.78,0.08,1.17,0.01,2058.1,2,2188.2,2,7.723,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,10,2,8/14/2011,17:02:24,46.13,-124.59,152,30.27,8.715,32.632,2,-999,9,259.4,259.17,2,8.99,9.09,0.09,1.03,0.01,2044.1,2,2181.9,2,7.752,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,11,2,8/14/2011,17:03:48,46.13,-124.59,152,19.97,9.176,32.52,2,-999,9,274.9,-999,9,6.15,4.05,0.21,0.82,0.09,2025.5,2,2180.6,2,7.794,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,12,2,8/14/2011,17:04:59,46.13,-124.59,152,15.31,9.976,32.437,2,-999,9,283,284.53,2,5.01,0.74,0.08,0.65,0.08,2015.2,2,2177.9,2,7.814,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,13,2,8/14/2011,17:05:29,46.13,-124.59,152,15.23,9.844,32.456,2,-999,9,280.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.05,12.58,6.1,2.1,12.9
32WC20110812,WCOA2011,3,17,1,14,2,8/14/2011,17:07:05,46.13,-124.59,152,10.14,11.061,32.299,2,-999,9,277.9,-999,9,4.81,0.33,0.06,0.57,0.07,2007.7,2,2176,2,7.837,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,15,2,8/14/2011,17:08:23,46.13,-124.59,152,2.12,14.085,31.742,2,31.8844,4,296,299.61,6,4.8,0.07,0.04,0.36,0.14,1940.3,6,2170.5,6,7.969,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,17,1,16,2,8/14/2011,17:09:00,46.13,-124.59,152,2.09,13.996,31.764,2,-999,9,289.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.24,14.78,6.6,2.29,15.13
32WC20110812,WCOA2011,3,18,1,1,2,8/14/2011,18:53:09,46.13,-124.73,522,510.78,5.359,34.138,2,34.1393,2,26.5,26.83,6,84.14,40.62,0.07,3,0.02,2313,6,2313.5,6,7.298,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,2,2,8/14/2011,18:53:23,46.13,-124.73,522,510.68,5.362,34.138,2,-999,9,28.5,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.3,3.13,10.5,0.31,3.22
32WC20110812,WCOA2011,3,18,1,3,2,8/14/2011,18:56:21,46.13,-124.73,522,399.51,6.078,34.057,2,-999,9,47.4,47.06,2,69.61,38.18,0.05,2.82,0.01,2283.2,2,2290,2,7.328,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,4,2,8/14/2011,18:59:56,46.13,-124.73,522,300.27,6.596,34.001,2,-999,9,61.9,-999,9,59.68,35.71,0.05,2.65,0.01,2263.9,2,2278.3,2,7.356,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,5,2,8/14/2011,19:02:31,46.13,-124.73,522,200.06,6.898,33.952,2,-999,9,71.1,70.52,2,56.3,34.35,0.06,2.56,0.01,2254.2,2,2270.1,2,7.36,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,6,2,8/14/2011,19:04:36,46.13,-124.73,522,149.86,7.331,33.888,2,-999,9,99.6,-999,9,46.37,31.84,0.05,2.36,0.01,2225.3,2,2259.1,2,7.414,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,7,2,8/14/2011,19:06:09,46.13,-124.73,522,125.19,7.715,33.789,2,-999,9,124.7,-999,9,37.18,28.91,0.05,2.14,0.01,2197.2,2,2252.6,2,7.477,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,8,2,8/14/2011,19:07:41,46.13,-124.73,522,99.88,8.078,33.582,2,-999,9,147.3,143.54,2,32.5,26.69,0.04,2.02,0.01,2176.5,2,2239.2,2,7.505,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,9,2,8/14/2011,19:09:07,46.13,-124.73,522,79.91,8.408,33.151,2,-999,9,189.8,-999,9,22,19.84,0.05,1.62,0.01,2121,2,2211.1,2,7.61,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,10,2,8/14/2011,19:10:34,46.13,-124.73,522,59.82,8.797,32.656,2,-999,9,257.5,252.02,2,10.57,10.13,0.07,1.09,0.01,2049.4,2,2185.1,2,7.737,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,11,2,8/14/2011,19:11:50,46.13,-124.73,522,50.03,8.731,32.551,2,-999,9,264.4,-999,9,6.43,6.54,0.2,0.92,0.09,2030.5,2,2177.2,2,7.771,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,12,2,8/14/2011,19:13:07,46.13,-124.73,522,40.02,9.496,32.507,2,-999,9,280.8,279.87,2,6.99,3.58,0.29,0.77,0.16,2018.7,2,2175.4,2,7.805,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,13,2,8/14/2011,19:13:27,46.13,-124.73,522,40.07,9.499,32.507,2,-999,9,274.2,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.66,5.45,8.2,0.68,5.58
32WC20110812,WCOA2011,3,18,1,14,2,8/14/2011,19:14:25,46.13,-124.73,522,29.78,10.295,32.477,2,-999,9,305.2,-999,9,5.48,0.52,0.07,0.58,0.13,1995,2,2170.8,2,7.865,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,15,2,8/14/2011,19:15:38,46.13,-124.73,522,19.74,13.438,32.218,2,-999,9,299.7,296.27,2,3.79,0.09,0.03,0.4,0.01,1951.8,2,2161.7,2,7.934,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,16,2,8/14/2011,19:16:39,46.13,-124.73,522,14.97,14.702,32.032,2,-999,9,274.5,-999,9,3.6,-0.01,0.01,0.36,0.01,1945,2,2162.3,2,7.948,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,17,2,8/14/2011,19:17:59,46.13,-124.73,522,10.14,15.237,31.611,2,-999,9,275.8,-999,9,5.47,0.04,0.01,0.3,0.03,1922.1,2,2157.5,2,7.985,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,18,2,8/14/2011,19:18:52,46.13,-124.73,522,2.92,16.08,31.158,2,31.3271,4,293.1,296.44,2,6.96,-0.01,0.01,0.19,0.02,1881,6,2148.1,6,8.061,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,18,1,19,2,8/14/2011,19:19:10,46.13,-124.73,522,2.91,16.041,31.155,2,-999,9,302.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.13,16.48,7.7,2.18,16.85
32WC20110812,WCOA2011,3,19,1,1,2,8/14/2011,21:26:05,46.13,-124.85,1070,1054.93,3.463,34.432,2,34.4352,2,15.2,17.15,6,135.25,43.78,0.01,3.19,0.01,2372.4,6,2375,6,7.319,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,2,2,8/14/2011,21:26:27,46.13,-124.85,1070,1055.58,3.46,34.432,2,-999,9,13.8,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,7.306,2,-999,0.42,4.06,9.8,0.43,4.17
32WC20110812,WCOA2011,3,19,1,3,2,8/14/2011,21:31:18,46.13,-124.85,1070,825.09,4.203,34.319,2,-999,9,8.7,-999,2,114.94,43.64,0,3.2,0.01,2352.5,2,2348.8,2,7.286,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,4,2,8/14/2011,21:37:47,46.13,-124.85,1070,499.74,5.511,34.104,2,-999,9,32.2,-999,9,78.62,40.31,0,2.94,0.01,2299.3,2,2301.4,2,7.306,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,5,2,8/14/2011,21:40:12,46.13,-124.85,1070,400.04,5.907,34.061,2,-999,9,46.5,46.93,2,69.82,38.71,0.01,2.82,0.01,2282.4,2,2288.1,2,7.326,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,6,2,8/14/2011,21:42:53,46.13,-124.85,1070,299.89,6.441,34,2,-999,9,67.7,-999,9,58.95,36.2,0.01,2.61,0,2251.9,2,2278,2,7.367,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,7,2,8/14/2011,21:45:29,46.13,-124.85,1070,199.99,7.128,33.929,2,-999,9,94.9,-999,9,47.34,32.52,0,2.36,0.01,2224.1,2,2263.3,2,7.421,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,8,2,8/14/2011,21:47:06,46.13,-124.85,1070,150.2,7.729,33.761,2,-999,9,116.2,116.97,2,39.28,29.89,0.01,2.21,0.01,2204.3,2,2249.3,2,7.45,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,9,2,8/14/2011,21:48:20,46.13,-124.85,1070,125.02,8.044,33.607,2,-999,9,139.4,-999,9,33.1,27.03,0.01,2.03,0.01,2179.6,2,2239.3,2,7.499,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,10,2,8/14/2011,21:49:41,46.13,-124.85,1070,99.89,8.491,33.271,2,-999,9,181,176.88,2,24.49,21.78,0.01,1.73,0.01,2134.3,2,2220.3,2,7.58,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,11,2,8/14/2011,21:50:48,46.13,-124.85,1070,80.2,8.746,32.923,2,-999,9,217.5,-999,9,15.3,14.36,0.03,1.31,0.01,2079,2,2198.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,12,2,8/14/2011,21:52:12,46.13,-124.85,1070,60.2,8.811,32.551,2,-999,9,270.2,268.29,2,7.06,7.21,0.06,0.95,0.01,2025.9,2,2176.6,2,7.775,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,13,2,8/14/2011,21:53:16,46.13,-124.85,1070,50.4,9.211,32.535,2,-999,9,269.5,-999,9,7.05,5.37,0.14,0.83,0.01,2018.4,2,2173.7,2,7.794,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,14,2,8/14/2011,21:54:23,46.13,-124.85,1070,40.04,9.61,32.508,2,-999,9,282.4,284.63,2,6.67,3.19,0.21,0.73,0.14,2006.2,2,2174.6,2,7.818,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,15,2,8/14/2011,21:55:48,46.13,-124.85,1070,33,11.221,32.525,2,-999,9,300.4,-999,9,5.35,0.52,0.08,0.53,0.06,1987.1,2,2180.9,2,7.879,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,16,2,8/14/2011,21:56:06,46.13,-124.85,1070,32.82,11.204,32.526,2,-999,9,300.3,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,7.928,2,-999,1.31,10.9,8.3,1.35,11.17
32WC20110812,WCOA2011,3,19,1,17,2,8/14/2011,21:57:03,46.13,-124.85,1070,20.25,14.187,32.429,2,-999,9,295.7,295.87,2,3.84,0.1,0.04,0.39,0.01,1964.4,2,2176.7,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,18,2,8/14/2011,21:58:10,46.13,-124.85,1070,15.05,15.873,32.122,2,-999,9,267.7,-999,9,3.46,0.03,0.04,0.32,0.02,1945.3,2,2169.5,2,7.95,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,19,2,8/14/2011,21:59:06,46.13,-124.85,1070,10.29,17.594,31.757,2,-999,9,246.9,-999,9,3.64,-0.03,0.03,0.22,0.01,1922.2,2,2161.4,2,7.991,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,20,2,8/14/2011,22:00:08,46.13,-124.85,1070,3,18.094,31.724,2,31.7876,4,254.1,256.11,2,3.83,-0.03,0.03,0.18,0.01,1910.7,6,2157.4,6,8.008,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,19,1,21,2,8/14/2011,22:00:24,46.13,-124.85,1070,2.98,18.164,31.755,2,-999,9,245.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.25,12.44,9.9,1.28,12.73
32WC20110812,WCOA2011,3,20,1,1,2,8/15/2011,1:41:41,46.13,-125.3,1402,1389.76,2.768,34.51,2,34.5106,2,27.8,28.1,6,154.28,43.34,0.06,3.12,0,2385.2,6,2395.2,6,7.333,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,2,2,8/15/2011,1:42:09,46.13,-125.3,1402,1390.02,2.769,34.51,2,-999,9,26.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.37,3.49,9.4,0.38,3.58
32WC20110812,WCOA2011,3,20,1,3,2,8/15/2011,1:49:42,46.13,-125.3,1402,999.71,3.675,34.401,2,-999,9,12,13.74,2,129,44,0.03,3.21,0.02,2366.2,2,2362.5,2,7.296,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,4,2,8/15/2011,1:53:54,46.13,-125.3,1402,800.02,4.294,34.305,2,-999,9,10.5,11.09,2,111.72,43.32,0.02,3.19,0.01,2352.6,2,2347.2,2,7.286,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,5,2,8/15/2011,1:59:46,46.13,-125.3,1402,499.45,5.201,34.084,2,-999,9,31.6,-999,9,82.38,40.94,0.03,2.96,0.05,2305.8,2,2302.6,2,7.295,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,6,2,8/15/2011,2:02:35,46.13,-125.3,1402,400.23,5.726,34.043,2,-999,9,47.6,47.89,2,71.23,39.09,0.02,2.82,0.03,2283.9,2,2290.1,2,7.331,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,7,2,8/15/2011,2:05:08,46.13,-125.3,1402,300.52,6.369,33.994,2,-999,9,68.8,-999,9,58.58,35.96,0.02,2.59,0.02,2258.6,2,2277.2,2,7.368,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,8,2,8/15/2011,2:08:03,46.13,-125.3,1402,199.52,7.277,33.905,2,-999,9,115.1,111.12,2,43.53,31.04,0.02,2.25,0.01,2215,2,2260.8,2,7.448,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,9,2,8/15/2011,2:10:06,46.13,-125.3,1402,149.12,7.883,33.746,2,-999,9,125.2,-999,9,35.91,28.49,0.02,2.11,0.02,2193.5,2,2244,2,7.477,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,10,2,8/15/2011,2:12:40,46.13,-125.3,1402,100.38,8.46,33.189,2,-999,9,186.3,-999,9,22.16,19.93,0.01,1.62,0.01,2123,2,2215,2,7.607,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,11,2,8/15/2011,2:14:24,46.13,-125.3,1402,80.17,8.721,32.816,2,-999,9,242,242.58,2,12.3,11.78,0,1.15,0.01,2063.9,2,2192.1,2,7.722,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,12,2,8/15/2011,2:15:59,46.13,-125.3,1402,60.27,9.383,32.619,2,-999,9,270.4,-999,9,7.28,4.78,0.27,0.8,0.16,2025.3,2,2182.1,2,7.8,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,13,2,8/15/2011,2:17:13,46.13,-125.3,1402,49.98,9.856,32.583,2,-999,9,284.5,-999,9,6.52,2.34,0.15,0.68,0.11,2010.3,2,2181.6,2,7.83,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,14,2,8/15/2011,2:18:31,46.13,-125.3,1402,46.22,10.185,32.562,2,-999,9,309.2,307.21,2,5.58,0.69,0.06,0.54,0.05,1992.7,2,2183.1,2,7.872,2,-999,1.21,10.29,8.5,1.24,10.55
32WC20110812,WCOA2011,3,20,1,15,2,8/15/2011,2:20:06,46.13,-125.3,1402,40.11,10.731,32.521,2,-999,9,314.2,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,16,2,8/15/2011,2:21:41,46.13,-125.3,1402,30.5,12.918,32.519,2,-999,9,304.3,-999,9,5.38,0.09,0.01,0.4,0.02,1967.3,2,2179.8,2,7.931,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,17,2,8/15/2011,2:23:18,46.13,-125.3,1402,19.79,15.637,32.176,2,-999,9,284.7,303.13,3,3.88,0.03,0.02,0.32,0.01,1950.6,2,2176.6,2,7.957,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,18,2,8/15/2011,2:24:35,46.13,-125.3,1402,15.12,17.492,31.921,2,-999,9,249.3,-999,9,2.76,0.03,0.01,0.23,0.01,1932.2,2,2166.6,2,7.971,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,19,2,8/15/2011,2:25:45,46.13,-125.3,1402,10.16,17.634,31.919,2,-999,9,247.3,-999,9,2.37,0.03,0,0.18,0.03,1922.5,2,2152.2,2,7.978,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,20,2,8/15/2011,2:26:55,46.13,-125.3,1402,3.11,17.741,31.921,2,31.9242,2,254.9,253.25,2,2.26,0.05,0,0.17,0.01,1929.8,6,2162,6,7.978,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,20,1,21,2,8/15/2011,2:27:17,46.13,-125.3,1402,3.27,17.623,31.919,2,-999,9,247.3,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1,10.65,10.6,1.03,10.89
32WC20110812,WCOA2011,3,21,1,1,2,8/15/2011,5:23:21,46.13,-125.73,2550,2539.69,1.737,34.646,2,34.6449,2,-999,83.3,6,192.91,39.44,0.09,2.92,0.02,2389.5,6,2439.6,2,7.447,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,2,2,8/15/2011,5:23:44,46.13,-125.73,2550,2539.71,1.737,34.646,2,-999,9,73,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.42,3.89,9.2,0.44,4
32WC20110812,WCOA2011,3,21,1,3,2,8/15/2011,5:29:55,46.13,-125.73,2550,2250.1,1.8,34.626,2,-999,9,69.4,-999,9,182.42,40.53,0.04,2.91,0,2378.9,2,2430,2,7.432,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,4,2,8/15/2011,5:35:28,46.13,-125.73,2550,1999.47,1.947,34.599,2,-999,9,60.5,59.88,2,176.86,41.47,0.04,2.96,0.01,2382.8,2,2420.5,2,7.402,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,5,2,8/15/2011,5:44:55,46.13,-125.73,2550,1499.99,2.631,34.522,2,-999,9,30.4,30.38,2,157.57,43.35,0.04,3.11,0.01,2382.7,2,2398.9,2,7.338,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,6,2,8/15/2011,5:54:27,46.13,-125.73,2550,999.56,3.681,34.394,2,-999,9,11.2,10.56,2,127.7,43.94,0.03,3.21,0.01,2365,2,2367.1,2,7.294,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,7,2,8/15/2011,5:59:43,46.13,-125.73,2550,749.26,4.362,34.29,2,-999,9,8.6,-999,9,108.59,43.12,0.02,3.18,0.01,2347.5,2,2341,2,7.283,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,8,2,8/15/2011,6:04:56,46.13,-125.73,2550,499.72,5.208,34.117,2,-999,9,29.2,28.05,2,83.35,40.88,0.02,2.99,0.01,2308.2,2,2307.7,2,7.294,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,9,2,8/15/2011,6:07:38,46.13,-125.73,2550,399.28,5.616,34.027,2,-999,9,45.5,-999,9,71.1,39.16,0.02,2.82,0.01,2282.7,2,2289.7,2,7.317,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,10,2,8/15/2011,6:10:16,46.13,-125.73,2550,299.66,6.348,33.969,2,-999,9,82.9,82.26,2,56.61,34.97,0.02,2.51,0.01,2248.2,2,2276.1,2,7.387,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,11,2,8/15/2011,6:13:01,46.13,-125.73,2550,200.23,7.337,33.907,2,-999,9,106.6,-999,9,42.68,30.97,0.01,2.25,0.01,2209.7,2,2260.5,2,7.447,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,12,2,8/15/2011,6:15:33,46.13,-125.73,2550,149.52,7.821,33.744,2,-999,9,130.4,-999,9,35.06,28.07,0.01,2.08,0.01,2186.9,2,2246.1,2,7.487,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,13,2,8/15/2011,6:17:19,46.13,-125.73,2550,124.4,8.125,33.513,2,-999,9,156.1,-999,9,28.56,24.71,0.01,1.89,0.02,2156.7,2,2231.6,2,7.538,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,14,2,8/15/2011,6:19:13,46.13,-125.73,2550,99.85,8.483,33.148,2,-999,9,205.3,202.67,2,19.83,18.21,0.02,1.51,0.02,2108.9,2,2210.1,2,7.634,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,15,2,8/15/2011,6:21:04,46.13,-125.73,2550,79.36,8.788,32.755,2,-999,9,245.4,-999,9,11.09,10.72,0.01,1.09,0.02,2053.1,2,2189.1,2,7.736,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,16,2,8/15/2011,6:22:34,46.13,-125.73,2550,60.17,9.754,32.653,2,-999,9,272.4,-999,9,7.73,5.05,0.19,0.81,0.25,2021.8,2,2185,2,7.803,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,17,2,8/15/2011,6:23:50,46.13,-125.73,2550,49.9,10.151,32.567,2,-999,9,290.7,-999,9,6.98,2.2,0.08,0.64,0.17,2006.2,2,2182.6,2,7.842,2,0.7125,1.9,13.27,7,1.95,13.6
32WC20110812,WCOA2011,3,21,1,18,2,8/15/2011,6:25:00,46.13,-125.73,2550,39.75,11.664,32.602,2,-999,9,306,-999,9,6.04,0.37,0.02,0.46,0.05,1979.9,2,2185.7,2,7.901,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,19,2,8/15/2011,6:26:16,46.13,-125.73,2550,29.97,13.552,32.556,2,-999,9,298.3,-999,9,5.47,0.14,0.01,0.39,0.01,1966.1,2,2181.1,2,7.931,2,0.5522,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,20,2,8/15/2011,6:27:31,46.13,-125.73,2550,20.36,16.317,32.079,2,-999,9,267.4,-999,9,4.16,0.18,0.01,0.32,0.02,1948.2,2,2175.3,2,7.956,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,21,2,8/15/2011,6:28:46,46.13,-125.73,2550,14.63,17.376,31.884,2,-999,9,249.7,-999,9,2.85,0.06,0.01,0.22,0.02,1932.2,2,2164.1,2,7.973,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,22,2,8/15/2011,6:29:51,46.13,-125.73,2550,10.25,17.403,31.876,2,-999,9,249.7,-999,9,2.28,0.12,0,0.17,0.02,1927.1,2,2158.9,2,7.98,2,0.2862,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,23,2,8/15/2011,6:31:15,46.13,-125.73,2550,3.45,17.486,31.802,2,31.8438,2,258.4,257.36,6,2.45,0.1,0,0.15,0.01,1922.7,6,2157.5,6,7.982,6,0.3106,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,3,21,1,24,2,8/15/2011,6:31:44,46.13,-125.73,2550,3.5,17.469,31.812,2,-999,9,250.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.11,10.99,9.9,1.14,11.25
32WC20110812,WCOA2011,4,22,1,1,2,8/15/2011,13:51:24,45,-124.98,906,894.94,4.001,34.364,2,34.3646,2,10.9,9.96,6,118.84,43.25,0.16,3.17,0.03,2360.5,6,2356.6,6,7.293,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,4,22,1,2,2,8/15/2011,13:51:45,45,-124.98,906,894.74,4.002,34.364,2,-999,9,9.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.61,5.65,9.3,0.62,5.8
32WC20110812,WCOA2011,4,22,1,3,2,8/15/2011,13:52:48,45,-124.98,906,874.59,4.017,34.362,2,-999,9,10.9,12.43,2,118.19,43.52,0.08,3.18,0.04,2360,2,2355.9,2,7.293,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,4,22,1,4,2,8/15/2011,13:56:03,45,-124.98,906,750.23,4.439,34.29,2,-999,9,11.6,11,2,106.71,43.13,0.05,3.16,0.01,2346,2,2340.3,2,7.286,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,4,22,1,5,2,8/15/2011,13:59:45,45,-124.98,906,600.8,4.81,34.183,2,-999,9,18,17.78,2,93.75,42.62,0.03,3.07,0.01,2327.6,2,2319.9,2,7.282,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,4,22,1,6,2,8/15/2011,14:02:39,45,-124.98,906,499.21,5.421,34.13,2,-999,9,28.2,-999,9,80.6,40.75,0.02,2.96,0.01,2303.9,2,2303.9,2,7.302,3,-999,-999,-999,-999,-999,-999
