EXPOCODE,SECT_ID,LINE,STA,CAST,BTL,BTL_QC,DATE,TIME,LAT,LONG,Bot Depth,Press (db),CTD T C° ITS-90,CTD SALT,CTD_QC,bot salt,Bot_Salt_QC,CTD OXY µmol/kg,Bot O2 µmol/kg,Bot_O2_QC,Silicate µmol/kg,Nitrate µmol/kg,Nitrite µmol/kg,Phosphate µmol/kg,Ammonia µmol/kg,DIC µmol/kg,DIC_QC,TA µmol/kg,TA_QC,pH total meas 25°C,pH_QC,Chlorophyll a concentration µg/L,PON µmol/L,POC µmol/L,POC/PON mol/mol,PON µmol/kg,POC µmol/kg
32WC20110812,WCOA2011,7,47,1,8,2,8/20/2011,9:22:18,41.98,-124.5,111,30.03,8.659,33.855,2,-999,9,117.3,117.28,2,33.91,28.13,0.08,2.1,0.14,2200.4,2,2250.2,2,7.458,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,47,1,9,2,8/20/2011,9:23:24,41.98,-124.5,111,20.09,9.15,33.782,2,-999,9,153.8,156.03,2,30.57,25.32,0.19,1.91,0.11,2176.4,2,2249.7,2,7.53,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,47,1,10,2,8/20/2011,9:24:16,41.98,-124.5,111,10.43,9.681,33.708,2,-999,9,183.8,-999,9,27.22,22.39,0.32,1.7,0.11,2154.4,2,2250.8,2,7.594,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,47,1,11,2,8/20/2011,9:24:41,41.98,-124.5,111,10.22,9.704,33.707,2,-999,9,187.9,-999,9,26.93,21.97,0.34,1.68,0.08,-999,9,-999,9,-999,9,-999,1.08,7.93,7.4,1.11,8.14
32WC20110812,WCOA2011,7,47,1,12,2,8/20/2011,9:25:15,41.98,-124.5,111,3.62,9.764,33.702,2,33.7052,2,191.4,196.23,2,-999,-999,-999,-999,-999,2151.1,6,2250.2,6,7.606,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,47,1,13,2,8/20/2011,9:25:26,41.98,-124.5,111,3.97,9.767,33.702,2,-999,9,191.3,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.23,9.19,7.5,1.26,9.43
32WC20110812,WCOA2011,7,48,1,1,2,8/20/2011,11:08:14,41.98,-124.42,82,74.64,8.221,33.948,2,33.9492,2,86.8,87.67,6,42.63,29.98,0.28,2.32,0.15,2224.7,6,2259.9,6,7.397,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,2,2,8/20/2011,11:08:33,41.98,-124.42,82,74.62,8.222,33.948,2,-999,9,85.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.68,6.56,9.7,0.7,6.74
32WC20110812,WCOA2011,7,48,1,3,2,8/20/2011,11:10:03,41.98,-124.42,82,60.7,8.301,33.933,2,-999,9,83.4,-999,9,44.11,29.85,0.32,2.35,0.01,2225.8,2,2258.7,2,7.387,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,4,2,8/20/2011,11:11:36,41.98,-124.42,82,50.4,8.32,33.901,2,-999,9,107.8,109.96,2,36.23,29.29,0.12,2.16,0.01,2207.6,2,2259.8,2,7.436,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,5,2,8/20/2011,11:13:00,41.98,-124.42,82,40.23,8.468,33.888,2,-999,9,104.2,-999,9,34.65,28.85,0.09,2.13,0.01,2204.5,2,2255.9,2,7.441,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,6,2,8/20/2011,11:14:13,41.98,-124.42,82,30.25,8.631,33.88,2,-999,9,111.3,110.57,2,34.29,28.79,0.09,2.14,0.01,2203.2,2,2256.7,2,7.442,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,7,2,8/20/2011,11:15:22,41.98,-124.42,82,20.27,8.811,33.837,2,-999,9,121.3,-999,9,32.19,27.35,0.14,2.05,0.04,2192.2,2,2251.7,2,7.468,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,8,2,8/20/2011,11:16:23,41.98,-124.42,82,10.18,9.727,33.694,2,-999,9,192,191.05,2,27.11,22.16,0.41,1.72,0.11,2151.6,2,2248.7,2,7.589,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,9,2,8/20/2011,11:16:46,41.98,-124.42,82,10.17,9.741,33.693,2,-999,9,187.8,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.48,10.14,6.8,1.52,10.4
32WC20110812,WCOA2011,7,48,1,10,2,8/20/2011,11:17:35,41.98,-124.42,82,3.95,9.771,33.691,2,33.6932,2,193.8,196.32,2,26.83,22.11,0.42,1.71,0.1,2151.1,6,2248,6,7.599,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,7,48,1,11,2,8/20/2011,11:17:50,41.98,-124.42,82,4.15,9.771,33.69,2,-999,9,191.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.13,8.65,7.7,1.16,8.87
32WC20110812,WCOA2011,8,49,1,1,2,8/20/2011,13:44:25,41.99,-124.33,40,31.49,8.686,33.806,2,33.803,2,90,94.28,6,43.26,27.62,0.84,2.32,0.95,2224.7,6,2254,6,7.385,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,2,2,8/20/2011,13:44:38,41.99,-124.33,40,31.53,8.679,33.807,2,-999,9,90.4,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.95,7.76,8.1,0.98,7.96
32WC20110812,WCOA2011,8,49,1,3,2,8/20/2011,13:45:54,41.99,-124.33,40,24.96,8.796,33.763,2,-999,9,113.5,-999,9,33.2,26.81,0.69,2.09,0.38,2203.5,2,2248.5,2,7.44,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,4,2,8/20/2011,13:46:51,41.99,-124.33,40,20.1,9.078,33.731,2,-999,9,123.9,136.66,2,30.39,24.75,0.66,1.94,0.32,2187.5,2,2248.1,2,7.49,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,5,2,8/20/2011,13:47:48,41.99,-124.33,40,15.03,9.64,33.704,2,-999,9,169.9,174.85,2,26.18,21.39,0.55,1.68,0.21,2159.8,2,2249.1,2,7.58,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,6,2,8/20/2011,13:48:40,41.99,-124.33,40,10.02,9.705,33.7,2,-999,9,177.8,178.34,2,26.18,21.31,0.56,1.67,0.19,2156.8,2,2249.2,2,7.585,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,7,2,8/20/2011,13:49:08,41.99,-124.33,40,10.04,9.667,33.704,2,-999,9,174.8,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.84,18.73,6.6,2.92,19.22
32WC20110812,WCOA2011,8,49,1,8,2,8/20/2011,13:49:46,41.99,-124.33,40,2.99,9.709,33.699,2,33.7019,2,178.2,180.78,2,26.08,21.27,0.53,1.68,0.19,2156.6,6,2249.8,6,7.585,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,49,1,9,2,8/20/2011,13:49:55,41.99,-124.33,40,3.12,9.7,33.7,2,-999,9,175.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.26,15.89,7,2.32,16.3
32WC20110812,WCOA2011,8,50,1,1,2,8/21/2011,15:34:44,40.83,-124.28,54,43.28,9.352,33.766,2,33.7499,2,134.8,146.52,6,29.58,23.17,0.39,1.94,0.8,2170,6,2249.8,6,7.537,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,2,2,8/21/2011,15:35:08,40.83,-124.28,54,43.17,9.35,33.766,2,-999,9,133.5,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.43,9.58,6.7,1.47,9.82
32WC20110812,WCOA2011,8,50,1,3,2,8/21/2011,15:36:40,40.83,-124.28,54,30.72,10.393,33.636,2,-999,9,205.1,202.53,2,20.78,18.37,0.37,1.56,0.41,2130.1,2,2245.8,2,7.652,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,4,2,8/21/2011,15:37:55,40.83,-124.28,54,20.1,11.191,33.594,2,-999,9,247.9,244.93,2,14.61,13.9,0.38,1.22,0.21,2096.5,2,2246.3,2,7.747,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,5,2,8/21/2011,15:39:08,40.83,-124.28,54,15.05,11.439,33.578,2,-999,9,247.1,-999,9,13.7,13.18,0.36,1.17,0.07,2089.9,2,2248.9,2,7.762,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,6,2,8/21/2011,15:40:02,40.83,-124.28,54,10.17,11.418,33.579,2,-999,9,255.8,254.31,2,13.7,13.08,0.45,1.16,0.06,2088.4,2,2247.3,2,7.764,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,7,2,8/21/2011,15:40:30,40.83,-124.28,54,10.19,11.383,33.581,2,-999,9,245.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,3.39,21.32,6.3,3.47,21.86
32WC20110812,WCOA2011,8,50,1,8,2,8/21/2011,15:41:45,40.83,-124.28,54,3.61,11.237,33.591,2,33.5878,2,249.9,249.98,2,13.97,13.45,0.41,1.2,0.1,2091.6,6,2247.3,6,7.755,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,50,1,9,2,8/21/2011,15:42:07,40.83,-124.28,54,3.56,11.264,33.588,2,-999,9,241,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.61,18.56,7.1,2.68,19.04
32WC20110812,WCOA2011,8,51,1,1,2,8/21/2011,13:04:08,40.85,-124.34,81,70.39,8.621,33.931,2,33.9333,2,79.6,80.48,6,42.94,30.1,0.3,2.5,1.21,2232.2,6,2258.3,6,7.377,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,2,2,8/21/2011,13:04:40,40.85,-124.34,81,70.27,8.62,33.931,2,-999,9,77.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.11,7.74,6.9,1.14,7.95
32WC20110812,WCOA2011,8,51,1,3,2,8/21/2011,13:06:01,40.85,-124.34,81,60.14,8.668,33.922,2,-999,9,84.5,-999,9,40.94,29.69,0.3,2.45,1.04,2226.6,2,2257.6,2,7.392,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,4,2,8/21/2011,13:07:38,40.85,-124.34,81,50.27,9.036,33.821,2,-999,9,112.7,112.5,2,36.22,27.33,0.33,2.26,1.05,2205.8,2,2252.9,2,7.441,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,5,2,8/21/2011,13:08:52,40.85,-124.34,81,40.12,9.342,33.754,2,-999,9,133.4,-999,9,32.41,25.57,0.37,2.11,0.89,2188,2,2251.7,2,7.488,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,6,2,8/21/2011,13:10:20,40.85,-124.34,81,30.31,9.993,33.597,2,-999,9,191.4,193.38,2,21.7,19.54,0.36,1.66,0.62,2139.1,2,2243,2,7.626,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,7,2,8/21/2011,13:11:42,40.85,-124.34,81,19.95,11.59,33.493,2,-999,9,245.1,-999,9,14.25,14.41,0.31,1.28,0.18,2097.2,2,2240.3,2,7.733,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,8,2,8/21/2011,13:12:56,40.85,-124.34,81,15.05,11.587,33.486,2,-999,9,232.8,255.64,2,12.44,13.03,0.28,1.18,0.06,2081.9,2,2241.7,2,7.764,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,9,2,8/21/2011,13:14:21,40.85,-124.34,81,10.09,11.268,33.51,2,-999,9,239,-999,9,13.16,13.62,0.29,1.23,0.12,2090.9,2,2237.7,2,7.748,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,10,2,8/21/2011,13:14:37,40.85,-124.34,81,9.99,10.623,33.553,2,-999,9,225.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.39,16.39,6.9,2.45,16.81
32WC20110812,WCOA2011,8,51,1,11,2,8/21/2011,13:15:48,40.85,-124.34,81,4.01,11.852,33.41,2,33.4304,2,243.2,246.95,2,13.34,13.89,0.28,1.26,0.17,2088.7,6,2234.7,6,7.741,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,51,1,12,2,8/21/2011,13:16:06,40.85,-124.34,81,3.99,11.862,33.406,2,-999,9,232.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.91,11.95,6.3,1.96,12.25
32WC20110812,WCOA2011,8,52,1,1,2,8/21/2011,11:10:00,40.86,-124.38,125,115.06,8.394,33.995,2,33.9967,2,71,70.68,6,43.42,31.47,0.24,2.51,0.41,2239.1,6,2259.2,6,7.374,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,2,2,8/21/2011,11:10:22,40.86,-124.38,125,114.74,8.387,33.997,2,-999,9,68.5,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.16,8.27,7.1,1.19,8.49
32WC20110812,WCOA2011,8,52,1,3,2,8/21/2011,11:11:34,40.86,-124.38,125,100.24,8.493,33.967,2,-999,9,73.9,-999,9,42.6,30.88,0.27,2.52,0.86,2236.4,2,2256.1,2,7.38,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,4,2,8/21/2011,11:12:59,40.86,-124.38,125,80.14,8.729,33.912,2,-999,9,95.1,92.6,2,39.69,29.99,0.3,2.4,0.6,2221.5,2,2255.4,2,7.405,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,5,2,8/21/2011,11:14:34,40.86,-124.38,125,60.04,8.945,33.834,2,-999,9,111.2,-999,9,35.7,28.01,0.31,2.25,0.77,2206.7,2,2251.8,2,7.446,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,6,2,8/21/2011,11:16:02,40.86,-124.38,125,50.07,8.984,33.816,2,-999,9,118.9,119.77,2,34.97,27.52,0.31,2.22,0.79,2201.6,2,2252.3,2,7.453,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,7,2,8/21/2011,11:17:21,40.86,-124.38,125,39.92,9.028,33.769,2,-999,9,127.9,-999,9,32.97,26.61,0.29,2.14,0.63,2193.5,2,2248.3,2,7.477,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,8,2,8/21/2011,11:18:38,40.86,-124.38,125,29.87,9.125,33.588,2,-999,9,168.6,159.67,2,28.61,24.48,0.28,1.95,0.14,2169.1,2,2237.3,2,7.531,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,9,2,8/21/2011,11:19:42,40.86,-124.38,125,19.96,11.237,33.401,2,-999,9,226.4,-999,9,16.62,15.75,0.35,1.39,0.15,2102.6,2,2232.4,2,7.703,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,10,2,8/21/2011,11:20:39,40.86,-124.38,125,14.84,10.386,33.429,2,-999,9,209.8,216.49,2,18.8,17.3,0.38,1.5,0.17,2111.1,2,2229.5,2,7.667,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,11,2,8/21/2011,11:21:36,40.86,-124.38,125,9.8,10.515,33.411,2,-999,9,209.2,-999,9,17.35,16.29,0.33,1.43,0.16,2107,2,2233.1,2,7.687,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,52,1,12,2,8/21/2011,11:22:03,40.86,-124.38,125,9.96,10.396,33.417,2,-999,9,210,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.79,13.88,7.7,1.84,14.24
32WC20110812,WCOA2011,8,52,1,13,2,8/21/2011,11:23:11,40.86,-124.38,125,2.81,12.173,33.378,2,-999,9,210.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.97,12.68,6.4,2.02,13
32WC20110812,WCOA2011,8,52,1,14,2,8/21/2011,11:23:33,40.86,-124.38,125,2.81,12.01,33.378,2,33.3837,2,239.5,249.06,2,13.08,13.24,0.29,1.21,0.09,2080.4,6,2229.8,2,7.754,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,1,2,8/21/2011,8:31:11,40.89,-124.49,443,432.46,6.392,34.151,2,34.1535,2,34.5,33.66,6,67.95,37.85,0.05,2.91,0.02,2288.6,6,2296.7,6,7.324,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,2,2,8/21/2011,8:31:35,40.89,-124.49,443,432.5,6.391,34.151,2,-999,9,32.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.4,3.38,8.5,0.41,3.47
32WC20110812,WCOA2011,8,53,1,3,2,8/21/2011,8:33:10,40.89,-124.49,443,400.16,6.49,34.148,2,-999,9,34.4,-999,9,66.59,37.6,0.04,2.9,0.01,2288.1,2,2295.8,2,7.339,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,4,2,8/21/2011,8:34:57,40.89,-124.49,443,350.07,6.659,34.138,2,-999,9,39.5,39.32,2,64.05,37.09,0.04,2.85,0.01,2284.9,2,2290.7,2,7.337,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,5,2,8/21/2011,8:36:48,40.89,-124.49,443,299.67,6.861,34.13,2,-999,9,42.8,43.15,2,60.24,36.28,0.03,2.8,0.01,2275.2,2,2286.2,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,6,2,8/21/2011,8:38:41,40.89,-124.49,443,250.03,7.206,34.062,2,-999,9,64.4,62.73,2,51.52,34.48,0.05,2.6,0.01,2252.7,2,2277.6,2,7.374,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,7,2,8/21/2011,8:40:37,40.89,-124.49,443,200.36,7.643,34.063,2,-999,9,63.3,-999,9,47.16,33.44,0.03,2.53,0,2245,2,2273.4,2,7.384,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,8,2,8/21/2011,8:42:24,40.89,-124.49,443,150.44,7.746,33.974,2,-999,9,94.9,92.71,2,41.72,31.2,0.06,2.33,0.01,2224.1,2,2265.8,2,7.427,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,9,2,8/21/2011,8:44:04,40.89,-124.49,443,99.99,8.327,33.916,2,-999,9,98.4,-999,9,36.99,30.29,0.03,2.28,0.01,2209.9,2,2258.1,2,7.435,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,10,2,8/21/2011,8:45:26,40.89,-124.49,443,79.56,8.406,33.826,2,-999,9,123.2,122.89,2,34.27,28.69,0.03,2.16,0.01,2196.2,2,2248.8,2,7.469,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,11,2,8/21/2011,8:46:47,40.89,-124.49,443,59.76,8.604,33.71,2,33.4059,4,139.5,-999,9,31.18,26.84,0.04,2.05,0.01,2175.6,2,2243.5,2,7.504,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,12,2,8/21/2011,8:47:49,40.89,-124.49,443,50.16,8.662,33.641,2,-999,9,153.6,155.77,2,29.73,26.02,0.05,1.99,0.01,2167,2,2237.6,2,7.519,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,13,2,8/21/2011,8:48:44,40.89,-124.49,443,40.13,8.96,33.466,2,-999,9,175.8,-999,9,25.01,22.47,0.23,1.8,0.16,2145.1,2,2231.2,2,7.579,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,14,2,8/21/2011,8:49:38,40.89,-124.49,443,30.31,9.678,33.404,2,-999,9,205.9,205.11,2,20.65,18.34,0.31,1.62,1.07,2124.6,2,2229.8,2,7.629,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,15,4,8/21/2011,8:50:49,40.89,-124.49,443,20.13,10.631,33.288,2,-999,9,233.7,-999,9,48.27,31.31,0.09,2.43,0.04,2227.6,4,2274.9,4,7.436,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,16,4,8/21/2011,8:51:47,40.89,-124.49,443,15.11,11.342,33.337,2,-999,9,253.7,94.6,2,47.73,31.12,0.08,2.4,0.03,2223.6,4,2274,4,7.443,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,17,2,8/21/2011,8:52:34,40.89,-124.49,443,10.02,11.917,33.393,2,-999,9,255.1,-999,9,14.28,12.86,0.28,1.19,0.14,2076.1,2,2234.4,2,7.764,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,18,2,8/21/2011,8:53:08,40.89,-124.49,443,9.9,11.985,33.391,2,-999,9,254,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.67,15.83,5.9,2.74,16.23
32WC20110812,WCOA2011,8,53,1,19,2,8/21/2011,8:53:57,40.89,-124.49,443,3.33,12.579,33.406,2,-999,9,267.3,266.72,2,13.92,12.25,0.29,1.12,0.07,2072.1,6,2234.7,6,7.784,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,53,1,20,2,8/21/2011,8:54:21,40.89,-124.49,443,3.36,12.658,33.406,2,-999,9,260.5,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.21,13.35,6,2.27,13.69
32WC20110812,WCOA2011,8,54,1,1,2,8/21/2011,5:20:10,40.96,-124.75,810,799.86,4.614,34.304,2,34.3055,2,11.8,11.7,6,103.89,42.18,0.07,3.24,0.02,2339.8,6,2337.7,2,7.29,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,2,2,8/21/2011,5:20:22,40.96,-124.75,810,799.79,4.618,34.304,2,-999,9,10.4,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.37,4.37,11.9,0.38,4.49
32WC20110812,WCOA2011,8,54,1,3,2,8/21/2011,5:22:19,40.96,-124.75,810,749.57,4.766,34.284,2,-999,9,12.6,12.65,2,100.54,41.74,0.05,3.23,0.01,2335.9,2,2336,2,7.296,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,4,2,8/21/2011,5:28:04,40.96,-124.75,810,500.58,5.823,34.194,2,-999,9,22.9,23.14,2,77.31,39.37,0.01,3.07,0.01,2303.5,2,2307.8,2,7.306,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,5,2,8/21/2011,5:31:06,40.96,-124.75,810,400,6.011,34.095,2,-999,9,38.4,-999,9,68.96,38.23,0.04,2.91,0.01,2284.2,2,2290.9,2,7.321,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,6,2,8/21/2011,5:34:01,40.96,-124.75,810,299.48,6.78,34.041,2,-999,9,63.6,61.59,2,56.44,35.47,0.03,2.68,0.01,2258.2,2,2279.2,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,7,2,8/21/2011,5:37:04,40.96,-124.75,810,199.79,7.635,34.003,2,-999,9,82.6,-999,9,43.91,31.94,0.05,2.41,0.01,2227.1,2,2266.5,2,7.416,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,8,2,8/21/2011,5:39:39,40.96,-124.75,810,150.42,7.851,33.926,2,-999,9,98.9,-999,9,39.56,30.48,0.02,2.3,0.01,2216,2,2256,2,7.439,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,9,2,8/21/2011,5:41:36,40.96,-124.75,810,126.33,8.196,33.908,2,-999,9,101.3,-999,9,37.2,30,0.05,2.28,0.01,2208.6,2,2253.9,2,7.443,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,10,2,8/21/2011,5:43:34,40.96,-124.75,810,100.58,8.503,33.848,2,-999,9,118.8,117.58,2,35.02,29.2,0.04,2.23,0.03,2201.8,2,2248.7,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,11,2,8/21/2011,5:45:16,40.96,-124.75,810,80.03,8.55,33.773,2,-999,9,129.6,-999,9,32.48,27.84,0.04,2.13,0.01,2185.3,2,2244.5,2,7.485,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,12,2,8/21/2011,5:47:00,40.96,-124.75,810,59.63,8.723,33.496,2,-999,9,169.3,-999,9,25.94,22.98,0.17,1.83,0.06,2147.3,2,2231,2,7.567,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,13,2,8/21/2011,5:47:56,40.96,-124.75,810,50.13,9.117,33.465,2,-999,9,191,192.76,2,24.49,20.88,0.29,1.74,0.44,2136.1,2,2233.9,2,7.598,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,14,2,8/21/2011,5:48:58,40.96,-124.75,810,40.42,9.206,33.428,2,-999,9,192.7,-999,9,23.58,20.27,0.33,1.71,0.51,2135.4,2,2230.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,15,2,8/21/2011,5:50:09,40.96,-124.75,810,29.96,9.999,33.361,2,-999,9,218.4,-999,9,20.85,17.66,0.36,1.56,0.63,2117.3,2,2229.8,2,7.661,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,16,2,8/21/2011,5:51:25,40.96,-124.75,810,20.3,10.682,33.438,2,-999,9,232.2,237.88,2,20.31,16.96,0.37,1.5,0.44,2111.7,2,2236.5,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,17,2,8/21/2011,5:51:35,40.96,-124.75,810,20.41,10.765,33.455,2,-999,9,231.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.29,8.72,6.7,1.33,8.94
32WC20110812,WCOA2011,8,54,1,18,2,8/21/2011,5:52:27,40.96,-124.75,810,14.27,11.134,33.504,2,-999,9,239.8,-999,9,20.12,16.81,0.38,1.47,0.22,2107.6,2,-999,9,7.703,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,19,2,8/21/2011,5:53:32,40.96,-124.75,810,9.94,10.96,33.399,2,-999,9,235.2,-999,9,17.4,15.62,0.33,1.39,0.36,2095.8,2,2234.5,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,20,2,8/21/2011,5:54:17,40.96,-124.75,810,3.36,11.392,33.365,2,33.3687,2,250.2,247.81,6,16.58,15.03,0.33,1.35,0.63,2091.7,6,2229.9,6,7.729,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,8,54,1,21,2,8/21/2011,5:54:25,40.96,-124.75,810,3.42,11.391,33.368,2,-999,9,243.3,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.73,12.43,7.2,1.78,12.75
